id	GSM3374358_NR	GSM3374379_NR	GSM1103629_NR	GSM3374398_NR	GSM868583_NR	GSM3374411_NR	GSM3374355_NR	GSM1103627_NR	GSM3374388_NR	GSM1103655_NR	GSM868587_NR	GSM1103631_NR	GSM868550_NR	GSM1103660_NR	GSM1103632_NR	GSM1103654_NR	GSM868552_NR	GSM1103648_NR	GSM3374394_NR	GSM3374372_NR	GSM1103662_NR	GSM3374404_NR	GSM1103641_NR	GSM1103663_NR	GSM868576_NR	GSM868589_R	GSM868562_R	GSM1103642_R	GSM868556_R	GSM3374415_R	GSM868581_R	GSM3374352_R	GSM1103628_R	GSM868558_R	GSM3374412_R	GSM1103637_R	GSM1103638_R	GSM868593_R	GSM868592_R	GSM1103625_R	GSM868559_R	GSM1103656_R
RABEP1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	0	1	0
C1QC	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1
CCDC117	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0
RCSD1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1
RNF213	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1
CREBRF	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0
TAP2	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1
ALYREF	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0
PHACTR1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0
NLRC5	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1
SEMA6D	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0
PRRX1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1
CMPK2	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1
IFIT2	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1
LOC283070	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1
FAM43A	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1
CD274	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1
ERAP2	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1
EPSTI1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1
PIK3R5	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1
LOC389831	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0
DDIT4L	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1
GGTA1P	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1
BATF2	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1
PDE3A	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	0
LINC00116	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1
XAF1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1
NPTN-IT1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0
MARCH1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1
FAM26F	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1
IFIT3	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1
RP1-93H18.6	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1
TLR8	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1
GBP5	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1
TAGAP	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	0
SHE	1	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0
FPR3	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1
ST6GALNAC5	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1
P2RX7	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1
GBP1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1
PPARGC1B	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1
CD99L2	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1
SLC6A20	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0
KIF26A	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0
KIF13A	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1
CAMK1D	1	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1
GGT6	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1
DEGS2	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	1
ODF3B	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1
PIK3CG	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1
TIGIT	0	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1
LOC100507507	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0
RSAD2	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1
DDR1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0
KCNH8	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1
SLCO4A1-AS1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0
LOC283177	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1
SLFN13	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0
KRT40	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0
SLC44A5	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0
PTPRF	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0
EFNA1	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1
LAMC2	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0
FHL2	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	1	1
ZNF185	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	1	1	0
S100A2	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0
DKK1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1
COL9A3	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1
KRT15	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	0	0
MGMT	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1
TNFRSF11B	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1
INHBB	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1
SYT17	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1
TUFT1	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0
S100A7	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0
HABP2	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1
NTS	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	0
LGALS7	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0
SERPINB7	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1
TAC1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1
AC009237.8	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	0	1	1	1
ZNF165	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1
SLC9A3	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0
ZNF177	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	1
SOX30	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0
CACNA1D	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1
SPRR2B	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1
KRT14	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0
SLC19A2	1	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1
SERPINB3	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0
HIST1H2BG	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1
DEFB1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0
AKR1C4	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1
EPHB1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0
WISP3	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1
PCDHGA10	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0
SERPINB4	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1
PEG10	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0
TIPARP	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0
TNIK	1	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0
FAM189A1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1
CYP3A5	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1
HIST1H2AC	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0
ARHGEF4	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1
NGFRAP1	1	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1
NRN1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0
SPRR3	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0
THNSL2	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	0
TRMT13	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1
RBP4	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1
GPRC5C	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1
SLC17A9	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0
ATF7IP2	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1
COLEC11	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1
RNF39	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0
CXXC4	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1
RGS17	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1
SLC38A4	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0
NPIPB15	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1
ANKH	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0
SLC22A23	0	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0
ZNF256	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1
AFAP1-AS1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1
BEX2	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1
ERRFI1	0	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1
SLC7A2	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	1
RP1-39G22.7	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1
ITGB6	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1
CXCL17	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1
SOWAHC	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0
LOC100996717	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0
REPS2	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0
SNHG18	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0
PRKAA2	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1
KIAA1244	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0
MIR29B2	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1
BTBD11	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1
ARHGAP5-AS1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	1
RP6-99M1.2	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	1
AC006026.13	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	1	1
SYNPR	1	0	0	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1
FREM2	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0
IYD	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1
CAPS	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0
PCDHB16	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
MIR17	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0
AB074162	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0
EFNA5	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1
RP11-465B22.8	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0
SHH	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1
